Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg25307318,0.393327522,0.63756941,16.10857405,3.52E-48,6.00E-45,98.56245538,0.279613068,0.67294059,0.393327522,10,123923081,R,II,TACC2,Body,island,Body-island,chr10:123922850-123923542,,TRUE,high-CpG:123912997-123913135,,,0.48102831
cg23477967,0.417470394,0.525123241,13.21945486,7.03E-35,9.71E-33,68.07927109,0.145195148,0.562665542,0.417470394,2,188419087,F,II,TFPI,1stExon,opensea,1stExon-opensea,,,TRUE,,,,0.480479799
cg24167314,0.402137505,0.543795374,11.54956186,8.40E-28,3.70E-26,51.88540932,0.177821313,0.579958818,0.402137505,12,103311500,R,II,PAH,TSS200,shore,TSS200-shore,chr12:103311040-103311253,,TRUE,,,,0.480435474
cg05661282,0.398763858,0.530144837,16.97684584,2.26E-52,9.43E-49,108.1800028,0.167241039,0.566004896,0.398763858,19,58220370,R,I,ZNF154,5'UTR,island,5'UTR-island,chr19:58220189-58220517,TRUE,,,,rs10559485,0.479850715
cg14077898,0.402743984,0.648989386,15.22022545,5.67E-44,4.29E-41,88.91521152,0.282463386,0.68520737,0.402743984,12,100750695,R,II,SLC17A8,TSS200,opensea,TSS200-opensea,,,TRUE,,,,0.479057412
cg05769889,0.398876408,0.543938469,13.39435553,1.19E-35,1.89E-33,69.84384231,0.180932242,0.57980865,0.398876408,12,89744701,R,I,DUSP6,Body,shore,Body-shore,chr12:89745168-89748144,,,low-CpG:88268599-88268847,,rs61754239,0.47815569
cg24013620,0.398142935,0.525558254,15.5964511,9.61E-46,1.04E-42,92.97504982,0.163219539,0.561362475,0.398142935,8,144798688,F,I,MAPK15,Body,island,Body-island,chr8:144798487-144799038,,TRUE,,,,0.478020512
cg03280622,0.405468415,0.51991503,15.30976227,2.15E-44,1.79E-41,89.87778652,0.150909602,0.556378017,0.405468415,8,145023013,R,II,PLEC1,Body,shore,Body-shore,chr8:145024449-145025179,,TRUE,,,,0.477638666
cg14936968,0.39834322,0.553075326,16.40118231,1.38E-49,3.24E-46,101.7843133,0.190554338,0.588897558,0.39834322,3,57198533,F,I,IL17RD,Body,island,Body-island,chr3:57198243-57199378,,,,,,0.47717792
cg27071152,0.410213648,0.60688978,15.11235433,1.81E-43,1.24E-40,87.75861462,0.233565848,0.643779496,0.410213648,7,39649443,F,I,LOC646999,Body,island,Body-island,chr7:39649253-39649510,,TRUE,,rs4723885,,0.476863035
cg17172980,0.379704571,0.509644672,13.02000658,5.24E-34,6.26E-32,66.08182997,0.164086195,0.543790766,0.379704571,3,196755973,F,I,MFI2,Body,island,Body-island,chr3:196755677-196757374,,,,,,0.476820998
cg21799346,0.388708471,0.49078097,13.54312439,2.61E-36,4.61E-34,71.35407303,0.137028297,0.525736768,0.388708471,11,2905372,R,I,CDKN1C,Body,island,Body-island,chr11:2905023-2907024,,,,,rs68019446,0.476757335
cg13123964,0.422605377,0.612422871,15.28416439,2.84E-44,2.29E-41,89.60235922,0.227821575,0.650426952,0.422605377,8,38323238,F,II,FGFR1,5'UTR,shore,5'UTR-shore,chr8:38323719-38324070,,,,,rs12541403,0.476671486
cg20384898,0.407466484,0.501571651,13.87984504,8.15E-38,1.92E-35,74.80288563,0.130747836,0.538214321,0.407466484,6,1625111,F,II,GMDS,Body,island,Body-island,chr6:1624185-1625468,TRUE,,,,,0.475575052
cg02639634,0.399972538,0.585893088,15.53598859,1.85E-45,1.86E-42,92.31994852,0.221889303,0.621861841,0.399972538,8,54792161,F,II,RGS20,Body,island,Body-island,chr8:54791845-54795141,,,,,,0.475243393
cg09038676,0.410643148,0.602909829,16.05944319,6.04E-48,1.00E-44,98.02352112,0.229195022,0.63983817,0.410643148,11,67351608,F,II,GSTP1,Body,island,Body-island,chr11:67350928-67351953,TRUE,,,rs8191444,,0.475132927
cg08421126,0.391410063,0.58952271,10.9789372,1.64E-25,5.23E-24,46.65325629,0.233311394,0.624721457,0.391410063,2,43019854,R,II,HAAO,TSS200,island,TSS200-island,chr2:43019665-43020509,,,high-CpG:42873185-42873845,,,0.475001655
cg21623671,0.406364468,0.56861139,14.298712,1.03E-39,3.44E-37,79.14967405,0.198790489,0.605154957,0.406364468,5,150536851,F,II,ANXA6,5'UTR,shore,5'UTR-shore,chr5:150537019-150537418,,,,,,0.474970587
cg01235820,0.40207145,0.559824404,14.22530079,2.23E-39,6.97E-37,78.38346996,0.193910459,0.595981909,0.40207145,20,642782,R,I,SCRT2,3'UTR,island,3'UTR-island,chr20:642672-642895,,,,,,0.474657698
cg03796321,0.409456766,0.588017663,15.57293879,1.24E-45,1.30E-42,92.72017966,0.215382549,0.624839315,0.409456766,15,86162442,F,II,AKAP13,Body,opensea,Body-opensea,,,TRUE,,rs16942230,,0.474016886
cg14188232,0.39077112,0.574677122,14.46488626,1.79E-40,6.99E-38,80.89072952,0.21904729,0.60981841,0.39077112,15,68724065,F,II,ITGA11,Body,island,Body-island,chr15:68723367-68724691,TRUE,,,,,0.473818593
cg23230584,0.38374278,0.489381656,16.94554524,3.20E-52,1.31E-48,107.8304072,0.140148118,0.523890899,0.38374278,7,95025740,F,I,PON3,TSS200,island,TSS200-island,chr7:95025559-95026122,,,,,,0.473357328
cg07016276,0.40410256,0.567067634,17.24358989,1.13E-53,5.88E-50,111.1673678,0.199305233,0.603407793,0.40410256,6,29692009,F,I,HLA-F,Body,island,Body-island,chr6:29691106-29692093,TRUE,TRUE,,rs3087327,,0.473347128
cg21883802,0.384787581,0.505551574,14.27291143,1.35E-39,4.39E-37,78.88018162,0.155367194,0.540154774,0.384787581,14,92413706,R,I,FBLN5,5'UTR,island,5'UTR-island,chr14:92413581-92414324,TRUE,,,,,0.472369481
cg03317517,0.38401096,0.574920763,14.12391369,6.44E-39,1.86E-36,77.32829928,0.225443163,0.609454123,0.38401096,19,20188803,F,II,ZNF90,1stExon,opensea,1stExon-opensea,,TRUE,,low-CpG:20049773-20049820,rs73536227,,0.47229751
cg01037637,0.374479391,0.523159487,13.00567936,6.05E-34,7.15E-32,65.93896314,0.182356299,0.556835691,0.374479391,18,59560289,F,II,RNF152,1stExon,shore,1stExon-shore,chr18:59560494-59562016,,,,,,0.471898073
cg02776659,0.403970477,0.634567281,16.56168968,2.33E-50,6.21E-47,103.5601757,0.266925084,0.670895561,0.403970477,21,47717406,R,II,C21orf57,Body,island,Body-island,chr21:47717235-47718059,,,,,,0.471789646
cg10541755,0.404856435,0.549163219,15.22606734,5.32E-44,4.05E-41,88.977945,0.180714737,0.585571172,0.404856435,3,170625872,R,II,EIF5A2,5'UTR,island,5'UTR-island,chr3:170625831-170626841,,,,,,0.471703635
cg19788741,0.387815223,0.557672051,14.80691364,4.77E-42,2.52E-39,84.50248034,0.204732297,0.59254752,0.387815223,5,101632310,F,I,SLCO4C1,TSS200,island,TSS200-island,chr5:101632049-101632373,TRUE,,,,,0.471688796
cg03789645,0.392325229,0.667770103,15.01961695,4.90E-43,3.16E-40,86.76702055,0.31072592,0.703051148,0.392325229,7,148394842,R,II,CUL1,TSS1500,shore,TSS1500-shore,chr7:148395430-148397002,,,,,rs6959365,0.470830665
cg14486338,0.389144436,0.644056986,17.9201371,5.28E-57,5.37E-53,118.8049754,0.289907554,0.67905199,0.389144436,8,99440279,R,I,KCNS2,Body,island,Body-island,chr8:99438692-99440425,,,,,,0.470704222
cg14703002,0.346146662,0.497300961,14.19815929,2.96E-39,9.02E-37,78.1006535,0.182282595,0.528429257,0.346146662,6,26018058,F,I,HIST1H1A,TSS200,shelf,TSS200-shelf,chr6:26020671-26021125,TRUE,,,rs199749,,0.470661464
cg05057720,0.38805398,0.523356677,14.81634277,4.31E-42,2.29E-39,84.6025737,0.170199637,0.558253617,0.38805398,14,38724675,R,I,CLEC14A,1stExon,island,1stExon-island,chr14:38724254-38725537,,TRUE,,,,0.470590324
cg02711647,0.413300997,0.516076931,14.11092536,7.37E-39,2.11E-36,77.19338106,0.13994329,0.553244287,0.413300997,2,45237689,R,I,SIX2,TSS1500,island,TSS1500-island,chr2:45235511-45237792,,,,,,0.469704983
cg07589773,0.337993856,0.466404467,10.99083526,1.47E-25,4.73E-24,46.76063579,0.158805741,0.496799598,0.337993856,7,50343883,F,I,IKZF1,TSS1500,island,TSS1500-island,chr7:50343757-50344519,,,high-CpG:50313999-50314998,,,0.469440361
cg05624478,0.415852292,0.530796109,16.16043,1.98E-48,3.59E-45,99.1319271,0.152340605,0.568192897,0.415852292,17,40574031,R,II,PTRF,Body,island,Body-island,chr17:40573740-40575526,,,,,,0.468585846
cg15673034,0.369830589,0.531821198,11.10473782,5.19E-26,1.78E-24,47.79236433,0.195248756,0.565079344,0.369830589,18,3499093,R,I,DLGAP1,3'UTR,island,3'UTR-island,chr18:3498941-3499358,TRUE,TRUE,,,,0.468281588
cg04156293,0.395899983,0.546252972,13.86541168,9.46E-38,2.21E-35,74.65420383,0.185955505,0.581855488,0.395899983,7,100488942,R,I,ACHE,Body,shore,Body-shore,chr7:100489981-100490365,,,,,,0.468009965
cg04098270,0.390709595,0.489565829,14.72614025,1.13E-41,5.61E-39,83.64617786,0.133991988,0.524701584,0.390709595,15,72489686,R,II,GRAMD2,Body,island,Body-island,chr15:72489478-72490119,,TRUE,,,,0.467476266
cg27223047,0.398303501,0.62881197,14.07058172,1.12E-38,3.09E-36,76.77467879,0.266327129,0.66463063,0.398303501,5,127874825,F,II,FBN2,TSS1500,island,TSS1500-island,chr5:127872563-127874945,,,,rs55770077,,0.46711309
cg19156875,0.407107078,0.562363236,14.70191434,1.46E-41,7.04E-39,83.38975048,0.191866507,0.598973585,0.407107078,17,43974446,R,I,MAPT,5'UTR,island,5'UTR-island,chr17:43971410-43975040,,,,,,0.466886753
cg23241781,0.395871096,0.577435053,15.65860624,4.88E-46,5.65E-43,93.64952226,0.217163876,0.613034972,0.395871096,14,70653964,R,I,SLC8A3,5'UTR,shore,5'UTR-shore,chr14:70655095-70656077,TRUE,,,,,0.466817054
cg13722431,0.386170284,0.546829967,16.76850358,2.32E-51,8.32E-48,105.8569221,0.195387227,0.581557511,0.386170284,6,2903533,F,I,SERPINB9,1stExon,island,1stExon-island,chr6:2903175-2903906,TRUE,,high-CpG:2848460-2848554,rs2236275,,0.466804026
cg07703462,0.403028899,0.534587374,13.34184322,2.03E-35,3.11E-33,69.31279234,0.167802081,0.57083098,0.403028899,7,149487338,R,I,SSPO,Body,island,Body-island,chr7:149487283-149487769,TRUE,TRUE,,,,0.4667838
cg14179575,-0.396391931,0.486960725,-15.33255248,1.68E-44,1.42E-41,90.12316106,0.8477059,0.451313969,-0.396391931,18,13826399,R,II,MC5R,1stExon,island,1stExon-island,chr18:13826186-13826523,,,,,rs2236700,-0.466129569
cg27494647,0.396712069,0.61421782,15.99224843,1.26E-47,1.97E-44,97.28741049,0.253181297,0.649893366,0.396712069,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,TRUE,,,,,0.466097955
cg05270634,0.395909509,0.521792894,15.27189675,3.24E-44,2.58E-41,89.47042854,0.161486758,0.557396267,0.395909509,17,41177445,R,I,RND2,1stExon,island,1stExon-island,chr17:41177336-41177593,,,,,,0.465844036
cg16786640,0.379878055,0.656338432,13.45875152,6.18E-36,1.03E-33,70.49652217,0.310622073,0.690500128,0.379878055,4,3485263,R,I,DOK7,Body,shore,Body-shore,chr4:3485963-3486381,,,,,,0.465381269
cg00536939,0.409704033,0.514341935,15.37203205,1.10E-44,9.61E-42,90.54857261,0.14148179,0.551185823,0.409704033,11,47279352,R,II,NR1H3,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,0.465295211
cg00489401,0.39405976,0.701199502,16.72376517,3.83E-51,1.29E-47,105.3592869,0.342576771,0.736636531,0.39405976,5,180075875,F,II,FLT4,Body,island,Body-island,chr5:180075688-180076906,,,,,,0.464824722
cg26213453,0.396586415,0.58287851,15.43188911,5.74E-45,5.31E-42,91.1943981,0.221956341,0.618542756,0.396586415,15,89455860,F,II,MFGE8,Body,shore,Body-shore,chr15:89456224-89456830,,,,,,0.464752539
cg18108623,0.398384926,0.541016655,12.77020825,6.34E-33,6.26E-31,63.60303406,0.178457712,0.576842638,0.398384926,17,33701321,R,II,SLFN11,TSS1500,island,TSS1500-island,chr17:33700989-33701657,,TRUE,,,,0.46462549
cg06263461,0.384253485,0.534546658,17.64573131,1.19E-55,8.32E-52,115.6971964,0.184848342,0.569101827,0.384253485,20,45280237,F,I,SLC13A3,TSS200,shore,TSS200-shore,chr20:45279781-45280169,,,,,,0.464234377
cg00697992,0.394501197,0.624691029,13.31536343,2.66E-35,3.98E-33,69.04541197,0.265666558,0.660167755,0.394501197,2,139537131,F,II,NXPH2,Body,shore,Body-shore,chr2:139537692-139538650,,TRUE,,,,0.463824116
cg09300114,0.386726688,0.658671465,15.97716794,1.49E-47,2.28E-44,97.12236126,0.306722356,0.693449045,0.386726688,17,73084329,R,II,SLC16A5,5'UTR,island,5'UTR-island,chr17:73083866-73084495,,,,,,0.463647222
cg13940444,0.386106097,0.630489489,15.17239219,9.49E-44,6.85E-41,88.40192301,0.279105164,0.665211261,0.386106097,12,53617382,R,II,RARG,Body,shelf,Body-shelf,chr12:53613716-53615103,TRUE,TRUE,,,,0.463473039
cg13482308,0.389731047,0.476278128,16.36497548,2.07E-49,4.72E-46,101.3845419,0.121594837,0.511325884,0.389731047,9,37002685,R,I,PAX5,Body,island,Body-island,chr9:37002489-37002957,,,,,,0.462908637
cg01893212,0.416341331,0.474469985,12.0404509,7.93E-30,4.73E-28,56.51543052,0.095569421,0.511910752,0.416341331,7,49813088,R,I,VWC2,TSS200,island,TSS200-island,chr7:49813008-49815752,TRUE,,,,,0.462618121
cg19043574,0.392378425,0.525249256,15.03743233,4.05E-43,2.66E-40,86.95731298,0.168156661,0.560535086,0.392378425,2,99439533,R,II,C2orf55,Body,island,Body-island,chr2:99438297-99439884,,,,,,0.462390226
cg12506775,0.392046819,0.521635614,12.65345772,2.01E-32,1.82E-30,62.4534575,0.164844804,0.556891623,0.392046819,10,5734571,R,II,C10orf18,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.461480877
cg22735222,0.348076266,0.500569389,11.47486728,1.69E-27,7.13E-26,51.19114258,0.183794946,0.531871212,0.348076266,10,101295724,R,I,NKX2-3,3'UTR,island,3'UTR-island,chr10:101294443-101297263,,TRUE,,,,0.461477688
cg15083233,0.389855685,0.684454736,14.78382666,6.10E-42,3.15E-39,84.25752072,0.329658015,0.7195137,0.389855685,9,112810402,F,II,PALM2-AKAP2,Body,shore,Body-shore,chr9:112810858-112811128,,,,,,0.461130118
cg19852958,0.392983797,0.544339922,14.31990417,8.26E-40,2.81E-37,79.37119841,0.186696395,0.579680192,0.392983797,4,13545760,F,I,NKX3-2,1stExon,island,1stExon-island,chr4:13543562-13546494,,,,rs9684692,,0.460483485
cg05971966,0.374855558,0.578301172,16.90832439,4.86E-52,1.93E-48,107.4149548,0.237155646,0.612011204,0.374855558,5,40681137,F,I,PTGER4,Body,island,Body-island,chr5:40679502-40682081,TRUE,,,,,0.459589552
cg01779765,0.360177878,0.530851163,12.05697329,6.77E-30,4.08E-28,56.67325276,0.203063381,0.56324126,0.360177878,14,62583795,F,I,FLJ43390,TSS1500,island,TSS1500-island,chr14:62583679-62584279,,,,rs7144502,,0.459009774
cg00158308,0.393503952,0.506446057,12.18427668,1.98E-30,1.30E-28,57.89347688,0.148329151,0.541833103,0.393503952,13,97646341,R,II,OXGR1,5'UTR,shore,5'UTR-shore,chr13:97646394-97646737,,TRUE,,,,0.458868216
cg17395064,0.390403514,0.556021758,14.94494715,1.09E-42,6.43E-40,85.97048293,0.200726474,0.591129988,0.390403514,12,104609476,R,I,TXNRD1,TSS200,island,TSS200-island,chr12:104609397-104610172,,,,,,0.458651251
cg17397631,0.393593336,0.562322679,18.98871653,2.51E-62,1.05E-57,131.0204357,0.204124427,0.597717763,0.393593336,4,779880,F,I,CPLX1,3'UTR,island,3'UTR-island,chr4:778661-780592,,,,rs11248041,,0.458218246
cg06716182,0.389999041,0.495744692,11.29266781,9.20E-27,3.49E-25,49.50934901,0.140817507,0.530816548,0.389999041,11,96074944,F,II,MAML2,1stExon,opensea,1stExon-opensea,,,TRUE,,,,0.458055593
cg04931383,0.386946908,0.636960919,15.41023414,7.26E-45,6.55E-42,90.96063673,0.284811394,0.671758303,0.386946908,4,37978731,R,II,TBC1D1,Body,island,Body-island,chr4:37978702-37979595,,,,,,0.457306596
cg15621260,0.387056004,0.574626615,17.12747319,4.16E-53,2.07E-49,109.865173,0.222377805,0.609433809,0.387056004,11,27015813,R,I,FIBIN,5'UTR,opensea,5'UTR-opensea,,,TRUE,low-CpG:26972232-26972413,,,0.457226372
cg14102988,0.397848045,0.508560546,13.55235796,2.37E-36,4.23E-34,71.44808523,0.146490203,0.544338248,0.397848045,9,113801337,R,II,LPAR1,TSS1500,island,TSS1500-island,chr9:113799913-113801375,,,high-CpG:112840107-112841306,,,0.457010748
cg08832906,0.403326152,0.525719477,14.00950773,2.12E-38,5.57E-36,76.14191044,0.158663662,0.561989814,0.403326152,7,139208852,R,I,CLEC2L,1stExon,island,1stExon-island,chr7:139208442-139209069,TRUE,,,,,0.456795377
cg14311670,0.366370609,0.550613917,12.49598142,9.50E-32,7.69E-30,60.91213733,0.217190305,0.583560914,0.366370609,3,181444999,F,II,SOX2OT,Body,island,Body-island,chr3:181444409-181445000,,,,,rs13083098,0.456658699
cg20486569,0.396307054,0.636266014,15.47364674,3.65E-45,3.51E-42,91.64553262,0.275598083,0.671905137,0.396307054,22,19512228,F,II,CLDN5,1stExon,island,1stExon-island,chr22:19510871-19512254,,,,,,0.456408755
cg02058870,0.371800372,0.628577619,12.75817514,7.14E-33,6.97E-31,63.4842838,0.290212533,0.662012904,0.371800372,14,72053146,R,II,SIPA1L1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.456265998
cg02032778,0.409746377,0.530437612,10.80665716,7.77E-25,2.28E-23,45.10686626,0.157538931,0.567285308,0.409746377,7,29186228,F,II,CPVL,TSS200,opensea,TSS200-opensea,,,TRUE,,rs245880,,0.456113385
cg03306374,0.408407254,0.497324435,13.19428172,9.06E-35,1.23E-32,67.82628901,0.125644451,0.534051706,0.408407254,16,23847325,R,I,PRKCB,1stExon,island,1stExon-island,chr16:23846941-23848102,TRUE,,high-CpG:23754772-23755017,,,0.455578331
cg03679305,0.398612311,0.51433902,14.16514675,4.18E-39,1.25E-36,77.75700005,0.15157314,0.55018545,0.398612311,1,9129487,F,II,SLC2A5,Body,shelf,Body-shelf,chr1:9131602-9131909,,TRUE,low-CpG:9051939-9052394,,,0.45552062
cg13782615,0.39521106,0.568409374,13.98068659,2.86E-38,7.35E-36,75.84375905,0.208738877,0.603949937,0.39521106,11,4079556,F,II,STIM1,Body,opensea,Body-opensea,,,TRUE,,,,0.455359693
cg16709294,-0.395228707,0.474174291,-13.33397648,2.20E-35,3.35E-33,69.2333293,0.833860848,0.438632141,-0.395228707,14,70235567,F,I,SFRS5,Body,shore,Body-shore,chr14:70233570-70234668,,,low-CpG:69305287-69305345,rs71665231,,-0.455203238
cg12162377,0.379844199,0.708090478,16.40017443,1.40E-49,3.25E-46,101.7731808,0.36240493,0.742249129,0.379844199,2,232261007,F,I,B3GNT7,Body,island,Body-island,chr2:232260100-232261134,,,,,,0.455106297
cg11142705,0.372960164,0.482327575,13.36113555,1.67E-35,2.59E-33,69.507769,0.142906995,0.515867158,0.372960164,3,42306974,R,II,CCK,TSS1500,island,TSS1500-island,chr3:42306149-42307520,,,,,,0.45486913
cg12161228,0.374806154,0.508683851,14.72801786,1.10E-41,5.51E-39,83.66605981,0.167583287,0.542389441,0.374806154,11,89224506,R,I,NOX4,1stExon,island,1stExon-island,chr11:89224416-89224718,,TRUE,,,,0.454733011
cg07330230,0.396037435,0.484941842,12.24450409,1.11E-30,7.56E-29,58.47334642,0.124519284,0.520556719,0.396037435,3,125899925,F,I,ALDH1L1,TSS1500,shore,TSS1500-shore,chr3:125898662-125899568,,TRUE,,,,0.454430407
cg06679087,0.376262158,0.540485243,13.28982546,3.45E-35,5.05E-33,68.7878009,0.198059609,0.574321768,0.376262158,10,99473206,R,I,MARVELD1,TSS1500,island,TSS1500-island,chr10:99473084-99473291,,,,,,0.454109165
cg23108709,0.385975182,0.594830224,16.03283806,8.09E-48,1.31E-44,97.73193001,0.24356504,0.629540222,0.385975182,2,219847136,R,I,FEV,Body,island,Body-island,chr2:219846291-219847137,,,,,,0.454051289
cg11574975,0.383056044,0.492316802,15.34238668,1.51E-44,1.28E-41,90.22908808,0.143708245,0.526764288,0.383056044,1,112058304,R,I,ADORA3,Body,island,Body-island,chr1:112058184-112058590,TRUE,TRUE,,,,0.453745335
cg24375409,0.391355113,0.597435117,17.50901342,5.62E-55,3.64E-51,114.1537838,0.241273809,0.632628922,0.391355113,1,38200920,F,I,EPHA10,Body,island,Body-island,chr1:38200919-38201200,,,,,,0.453207295
cg20162652,0.375544757,0.557521277,10.78642148,9.33E-25,2.70E-23,44.92627342,0.215748531,0.591293287,0.375544757,12,66629018,R,II,IRAK3,Body,opensea,Body-opensea,,,,,,,0.452482389
cg08378442,0.368713651,0.462049803,14.48571778,1.44E-40,5.72E-38,81.1096309,0.126493855,0.495207506,0.368713651,2,220117704,F,II,TUBA4B,TSS1500,shore,TSS1500-shore,chr2:220117937-220119334,,TRUE,,,,0.452439362
cg05923595,0.381707936,0.533691514,14.29389464,1.09E-39,3.60E-37,79.09933861,0.186309831,0.568017767,0.381707936,1,33547713,R,I,ADC,5'UTR,shore,5'UTR-shore,chr1:33546524-33547243,,TRUE,,,,0.452298394
cg21899596,0.374236505,0.702887738,14.87442241,2.32E-42,1.28E-39,85.21971399,0.362305595,0.736542099,0.374236505,4,57522493,R,II,HOPX,1stExon,island,1stExon-island,chr4:57521621-57522703,TRUE,,high-CpG:57216994-57217416,,,0.452014716
cg13300273,0.363871004,0.600721253,14.96089264,9.20E-43,5.53E-40,86.14043973,0.269572461,0.633443466,0.363871004,1,200842890,F,I,GPR25,1stExon,island,1stExon-island,chr1:200842196-200843388,,TRUE,,,,0.451973631
cg12507655,0.377698772,0.562152741,14.84368748,3.22E-42,1.74E-39,84.89300248,0.218419685,0.596118458,0.377698772,7,100465051,R,I,TRIP6,1stExon,shore,1stExon-shore,chr7:100463758-100464146,,,,,,0.451066941
cg08320659,0.370388283,0.465447439,10.08297577,4.55E-22,9.54E-21,38.78936636,0.128367455,0.498755738,0.370388283,6,26088202,R,II,HFE,Body,opensea,Body-opensea,,TRUE,TRUE,,,,0.450968583
cg07251099,0.378065431,0.499083257,12.41750753,2.05E-31,1.57E-29,60.14809726,0.155016516,0.533081947,0.378065431,3,112052405,F,II,CD200,Body,island,Body-island,chr3:112051893-112052406,,,,,,0.450854847
cg26115633,0.358590828,0.570787211,14.13111884,5.97E-39,1.74E-36,77.403169,0.24444376,0.603034588,0.358590828,10,129535893,F,I,FOXI2,1stExon,island,1stExon-island,chr10:129534410-129537366,,,,,,0.450714671
cg25363807,0.350151355,0.572933852,13.1266424,1.79E-34,2.33E-32,67.1477843,0.254270928,0.604422284,0.350151355,1,44703923,R,I,ERI3,Body,opensea,Body-opensea,,TRUE,,,,,0.450115079
cg13506653,0.370669118,0.478476884,9.47508617,7.64E-20,1.25E-18,33.71778261,0.141141319,0.511810437,0.370669118,4,54965863,F,I,GSX2,TSS1500,shore,TSS1500-shore,chr4:54966163-54968063,TRUE,,,,,0.450021229
cg10446179,0.388711073,0.458750567,12.2040024,1.64E-30,1.09E-28,58.08321482,0.104995526,0.493706599,0.388711073,6,121758653,R,II,GJA1,5'UTR,opensea,5'UTR-opensea,,,,,,,0.449616584
cg16886987,0.397193532,0.503665149,11.89415602,3.22E-29,1.75E-27,55.12357508,0.14219046,0.539383992,0.397193532,21,38378634,F,II,DSCR6,TSS1500,island,TSS1500-island,chr21:38377937-38379437,TRUE,,,,,0.449121158
cg20399616,0.360566467,0.497756218,10.44415511,1.96E-23,4.81E-22,41.90562408,0.169614793,0.53018126,0.360566467,12,25055967,R,I,BCAT1,Body,island,Body-island,chr12:25055599-25056246,,TRUE,high-CpG:24947233-24947235,,,0.448299131
