CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,early_dbeta,later_dbeta,dbate_dif
cg00817367,0.476429186,0.603189432,18.76519493,3.3099999999999996e-61,8.890000000000001e-57,128.4516895,0.169604597,0.646033783,0.476429186,12,52401214,F,I,GRASP,Body,island,Body-island,chr12:52400467-52401696,True,,,,,0.55498594,hyper,0.41,0.952772074,0.9375,-0.015272074,0.536183126,0.570032125,-0.033848999
cg05168015,0.441683853,0.658271463,16.31035301,3.79e-49,8.19e-46,100.7820198,0.256307381,0.697991234,0.441683853,5,171880461,F,II,SH3PXD2B,Body,shore,Body-shore,chr5:171881182-171881547,True,,,,,0.518344719,hyper,0.43,0.952772074,0.897297297,-0.055474777,0.504475823,0.525105805,-0.020629982
cg20384898,0.407466484,0.501571651,13.87984504,8.15e-38,1.92e-35,74.80288563,0.130747836,0.538214321,0.407466484,6,1625111,F,II,GMDS,Body,island,Body-island,chr6:1624185-1625468,True,,,,,0.475575052,hyper,0.24,0.952772074,0.914893617,-0.037878457,0.463171677,0.49973016,-0.036558483
cg19156875,0.407107078,0.562363236,14.70191434,1.46e-41,7.04e-39,83.38975048,0.191866507,0.598973585,0.407107078,17,43974446,R,I,MAPT,5'UTR,island,5'UTR-island,chr17:43971410-43975040,,,,,,0.466886753,hyper,0.3,0.952772074,0.948453608,-0.004318466,0.458268363,0.487399806,-0.029131443
cg23108709,0.385975182,0.594830224,16.03283806,8.09e-48,1.31e-44,97.73193001,0.24356504,0.629540222,0.385975182,2,219847136,R,I,FEV,Body,island,Body-island,chr2:219846291-219847137,,,,,,0.454051289,hyper,0.41,0.952772074,0.920634921,-0.032137153,0.442441334,0.462062583,-0.019621249
cg18260397,0.407640147,0.626264586,15.96617344,1.6800000000000002e-47,2.57e-44,97.00206764,0.255282726,0.662922873,0.407640147,5,154230438,R,II,C5orf4,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.492237312,hyper,0.4,0.950819672,0.931937173,-0.018882499,0.476090024,0.497763095,-0.021673071
cg12630147,0.410054937,0.585328732,14.5391136,8.19e-41,3.41e-38,81.67137055,0.212149238,0.622204176,0.410054937,10,70321574,F,II,TET1,5'UTR,shore,5'UTR-shore,chr10:70320130-70320822,True,,,,,0.484668994,hyper,0.33,0.950819672,0.914893617,-0.035926055,0.483676847,0.482096687,0.00158016
cg08832906,0.403326152,0.525719477,14.00950773,2.12e-38,5.5700000000000004e-36,76.14191044,0.158663662,0.561989814,0.403326152,7,139208852,R,I,CLEC2L,1stExon,island,1stExon-island,chr7:139208442-139209069,True,,,,,0.456795377,hyper,0.22,0.950819672,0.97,0.019180328,0.420837547,0.523335208,-0.102497661
cg03120555,0.373571734,0.631792458,14.80201105,5.02e-42,2.64e-39,84.45044853,0.291815304,0.665387038,0.373571734,7,630473,F,I,PRKAR1B,Body,shore,Body-shore,chr7:631836-632135,True,,,rs12720011,,0.442198383,hyper,0.39,0.950819672,0.9375,-0.013319672,0.419246337,0.452696825,-0.033450488
cg15575433,0.37903691,0.499476729,13.92983625,4.849999999999999e-38,1.2e-35,75.31843537,0.154525872,0.533562782,0.37903691,7,100488705,R,II,UFSP1,TSS1500,shore,TSS1500-shore,chr7:100489981-100490365,,,,,,0.438532527,hyper,0.23,0.950819672,0.9375,-0.013319672,0.437325498,0.436094026,0.001231472
cg08862890,0.467003585,0.604098205,18.17308614,2.95e-58,4.26e-54,121.6809802,0.179091346,0.64609493,0.467003585,5,169064451,R,I,DOCK2,Body,island,Body-island,chr5:169064270-169064702,,,,,,0.556384629,hyper,0.39,0.950617284,0.948453608,-0.002163676,0.542892549,0.568018884,-0.025126335
cg20557104,0.438671975,0.568807148,16.62447902,1.16e-50,3.38e-47,104.2564728,0.169584092,0.608256067,0.438671975,19,41934313,F,II,B3GNT8,5'UTR,opensea,5'UTR-opensea,,,,,,,0.511503819,hyper,0.34,0.950617284,0.926315789,-0.024301494,0.486477359,0.530946257,-0.044468898
cg10119075,0.415495678,0.596070155,15.81724256,8.62e-47,1.1500000000000001e-43,95.37561565,0.217939196,0.633434874,0.415495678,10,7709738,F,II,ITIH5,TSS1500,opensea,TSS1500-opensea,,,,,,,0.483559218,hyper,0.38,0.950617284,0.920634921,-0.029982363,0.457183856,0.492741955,-0.035558099
cg07573727,0.371342967,0.519830609,15.11401834,1.7800000000000001e-43,1.2299999999999999e-40,87.77643031,0.181881794,0.553224761,0.371342967,14,74706196,R,I,VSX2,5'UTR,island,5'UTR-island,chr14:74706188-74708192,True,,,,,0.436572338,hyper,0.29,0.950617284,0.943589744,-0.00702754,0.408807337,0.444706273,-0.035898936
cg10588135,0.381029724,0.53478899,15.27137615,3.26e-44,2.59e-41,89.46483087,0.188024529,0.569054253,0.381029724,17,59329903,R,II,BCAS3,Body,opensea,Body-opensea,,True,True,,,,0.430929813,hyper,0.3,0.950617284,0.936842105,-0.013775179,0.408352116,0.435910467,-0.027558351
cg03559682,0.378326138,0.417897327,13.76925293,2.5600000000000002e-37,5.46e-35,73.66556921,0.073593324,0.451919462,0.378326138,11,6439864,R,II,APBB1,5'UTR,island,5'UTR-island,chr11:6439863-6440732,,,,,,0.413777049,hyper,0.17,0.950413223,0.943005181,-0.007408042,0.413681016,0.4138231,-0.000142084
cg07561894,0.385308072,0.575487982,13.74721692,3.21e-37,6.73e-35,73.43948472,0.224829917,0.610137989,0.385308072,19,18540208,R,II,SSBP4,Body,island,Body-island,chr19:18539781-18540341,True,,,,,0.487118454,hyper,0.3,0.948875256,0.914893617,-0.033981639,0.485463523,0.494664774,-0.009201251
cg23179456,0.466215125,0.557600056,14.9558415,9.71e-43,5.76e-40,86.08659323,0.133310752,0.599525876,0.466215125,14,24803873,R,I,ADCY4,TSS200,island,TSS200-island,chr14:24803678-24804353,,,,,,0.598308785,hyper,0.22,0.948665298,0.96969697,0.021031672,0.584109652,0.610273243,-0.026163591
cg08879470,0.413758287,0.556420498,14.23405502,2.03e-39,6.400000000000001e-37,78.47474314,0.17987069,0.593628977,0.413758287,11,76859056,F,I,MYO7A,Body,island,Body-island,chr11:76858728-76859181,True,,,rs4074664,rs71469546,0.522931766,hyper,0.23,0.948665298,0.974874372,0.026209074,0.450320662,0.551116816,-0.100796154
cg00489401,0.39405976,0.701199502,16.72376517,3.83e-51,1.2900000000000001e-47,105.3592869,0.342576771,0.736636531,0.39405976,5,180075875,F,II,FLT4,Body,island,Body-island,chr5:180075688-180076906,,,,,,0.464824722,hyper,0.53,0.948665298,0.9375,-0.011165298,0.446519653,0.475652177,-0.029132524
cg09300114,0.386726688,0.658671465,15.97716794,1.49e-47,2.28e-44,97.12236126,0.306722356,0.693449045,0.386726688,17,73084329,R,II,SLC16A5,5'UTR,island,5'UTR-island,chr17:73083866-73084495,,,,,,0.463647222,hyper,0.47,0.948665298,0.920634921,-0.028030377,0.456661804,0.467073191,-0.010411387
cg16886987,0.397193532,0.503665149,11.89415602,3.22e-29,1.75e-27,55.12357508,0.14219046,0.539383992,0.397193532,21,38378634,F,II,DSCR6,TSS1500,island,TSS1500-island,chr21:38377937-38379437,True,,,,,0.449121158,hyper,0.18,0.948665298,0.93814433,-0.010520968,0.427477487,0.459499995,-0.032022508
cg14621217,0.394938213,0.580172094,16.26555572,6.22e-49,1.28e-45,100.2884035,0.220749907,0.61568812,0.394938213,17,80944134,F,II,B3GNTL1,Body,opensea,Body-opensea,,True,,,rs9916813,,0.434296691,hyper,0.37,0.948665298,0.931937173,-0.016728125,0.430875427,0.440661725,-0.009786298
cg22598028,0.373402288,0.424717498,10.490866,1.2999999999999998e-23,3.26e-22,42.31405117,0.084894552,0.45829684,0.373402288,3,44626492,R,II,ZNF660,5'UTR,island,5'UTR-island,chr3:44626325-44626794,True,,,,,0.421660978,hyper,0.09,0.948665298,0.931216931,-0.017448367,0.403490822,0.430374152,-0.02688333
cg02245020,0.494091509,0.600066725,16.5569156,2.46e-50,6.51e-47,103.5072702,0.150407905,0.644499414,0.494091509,7,143580147,R,II,FAM115A,5'UTR,shore,5'UTR-shore,chr7:143582125-143582610,True,,,,,0.594030354,hyper,0.35,0.948453608,0.9375,-0.010953608,0.57919523,0.601220384,-0.022025154
cg09296001,0.454654909,0.576115252,19.29261601,7.49e-64,4.6900000000000005e-59,134.5230548,0.162346575,0.617001485,0.454654909,7,127672564,R,I,SND1,Body,island,Body-island,chr7:127671158-127672853,True,,,,,0.548335093,hyper,0.44,0.948453608,0.920634921,-0.027818688,0.541277341,0.551937565,-0.010660224
cg04203238,0.397378973,0.563978376,16.31099095,3.76e-49,8.18e-46,100.7890526,0.202334922,0.599713895,0.397378973,4,16085702,F,I,PROM1,TSS200,island,TSS200-island,chr4:16084195-16085735,True,,high-CpG:15694060-15695184,,,0.490392611,hyper,0.41,0.948453608,0.903225806,-0.045227802,0.488247341,0.491432343,-0.003185002
cg14077898,0.402743984,0.648989386,15.22022545,5.67e-44,4.29e-41,88.91521152,0.282463386,0.68520737,0.402743984,12,100750695,R,II,SLC17A8,TSS200,opensea,TSS200-opensea,,,True,,,,0.479057412,hyper,0.44,0.948453608,0.885245902,-0.063207707,0.46366062,0.484313837,-0.020653217
cg22635676,0.370083502,0.691364811,15.99694388,1.2e-47,1.88e-44,97.33881189,0.3545622,0.724645702,0.370083502,2,241975971,F,I,SNED1,Body,island,Body-island,chr2:241975533-241976318,True,,,rs73110161,,0.434079767,hyper,0.54,0.948453608,0.903225806,-0.045227802,0.430143076,0.435971223,-0.005828147
cg27260772,0.396633153,0.587561897,12.23740222,1.1799999999999999e-30,8.05e-29,58.40488411,0.226597193,0.623230346,0.396633153,6,50791202,F,I,TFAP2B,Body,island,Body-island,chr6:50791110-50791573,,,,,,0.513727276,hyper,0.22,0.946938776,0.954314721,0.007375945,0.453891816,0.567654452,-0.113762636
cg02029926,0.399465749,0.567971628,13.04010163,4.2799999999999995e-34,5.200000000000001e-32,66.28235253,0.204429058,0.603894807,0.399465749,4,74734874,F,II,CXCL1,TSS1500,shore,TSS1500-shore,chr4:74734918-74735544,,,,,,0.483423726,hyper,0.28,0.946721311,0.920634921,-0.026086391,0.482404175,0.489873966,-0.007469791
cg09938462,0.379230159,0.451809887,12.51444433,7.920000000000001e-32,6.52e-30,61.09228881,0.106683159,0.485913318,0.379230159,22,19706365,R,II,5-Sep,Body,island,Body-island,chr22:19705510-19706557,,,,,,0.433008476,hyper,0.15,0.946721311,0.931937173,-0.014784139,0.411256254,0.443439366,-0.032183112
cg18652900,0.410112029,0.566651978,15.75606007,1.6799999999999999e-46,2.14e-43,94.70911389,0.193420527,0.603532556,0.410112029,19,15580445,R,I,PGLYRP2,Body,island,Body-island,chr19:15580382-15580863,,,,,,0.501789693,hyper,0.39,0.946502058,0.943005181,-0.003496876,0.481983728,0.513592694,-0.031608966
cg18516619,0.402575136,0.533353476,14.32831605,7.56e-40,2.5800000000000002e-37,79.45917062,0.16698114,0.569556276,0.402575136,17,78806891,R,II,RPTOR,Body,opensea,Body-opensea,,,True,,,,0.499264643,hyper,0.31,0.946502058,0.885245902,-0.061256156,0.485268853,0.516056655,-0.030787802
cg14000361,0.40298381,0.612182869,15.35752576,1.29e-44,1.1099999999999999e-41,90.39220909,0.24543861,0.648422421,0.40298381,6,10882336,F,I,GCM2,TSS1500,shore,TSS1500-shore,chr6:10882926-10883149,,,,,,0.498140837,hyper,0.41,0.946502058,0.93814433,-0.008357728,0.478481763,0.50784595,-0.029364187
cg12506775,0.392046819,0.521635614,12.65345772,2.0100000000000002e-32,1.82e-30,62.4534575,0.164844804,0.556891623,0.392046819,10,5734571,R,II,C10orf18,5'UTR,opensea,5'UTR-opensea,,,True,,,,0.461480877,hyper,0.24,0.946502058,0.943005181,-0.003496876,0.456933926,0.463661286,-0.00672736
cg25714826,0.37168031,0.529171342,13.28717887,3.5400000000000004e-35,5.17e-33,68.76111835,0.190915521,0.562595831,0.37168031,16,85784062,F,II,C16orf74,5'UTR,island,5'UTR-island,chr16:85783862-85785131,,,,rs13331523,,0.435075761,hyper,0.31,0.946502058,0.872928177,-0.073573881,0.424523678,0.430577061,-0.006053383
cg10740054,0.3773535,0.43000548,11.61224272,4.66e-28,2.13e-26,52.4701368,0.086586647,0.463940147,0.3773535,19,18548004,F,II,ISYNA1,Body,island,Body-island,chr19:18543828-18549161,,,,,,0.41493976,hyper,0.1,0.946502058,0.932642487,-0.013859571,0.42365115,0.410762369,0.012888781
cg22260952,0.448151326,0.560729884,16.33324683,2.94e-49,6.54e-46,101.0344681,0.152879937,0.601031263,0.448151326,12,104852446,F,I,CHST11,Body,shore,Body-shore,chr12:104850253-104852395,,,,,,0.532698931,hyper,0.37,0.946280992,0.931937173,-0.014343819,0.525445989,0.536235859,-0.01078987
cg22178238,0.400404639,0.603977012,17.85422558,1.12e-56,1e-52,118.0573089,0.239579985,0.639984623,0.400404639,7,158362809,F,I,PTPRN2,Body,island,Body-island,chr7:158361909-158362970,,,,rs74714314,,0.500096336,hyper,0.48,0.946280992,0.891304348,-0.054976644,0.486239088,0.512841971,-0.026602883
cg00536939,0.409704033,0.514341935,15.37203205,1.1e-44,9.61e-42,90.54857261,0.14148179,0.551185823,0.409704033,11,47279352,R,II,NR1H3,TSS200,opensea,TSS200-opensea,,True,True,,,,0.465295211,hyper,0.27,0.946280992,0.931937173,-0.014343819,0.45572047,0.467199993,-0.011479523
cg08726522,0.371952535,0.517094139,13.99861623,2.38e-38,6.18e-36,76.02920463,0.178590573,0.550543108,0.371952535,11,8739587,F,II,ST5,Body,opensea,Body-opensea,,True,,low-CpG:8696139-8696184,,,0.415930112,hyper,0.3,0.946280992,0.936170213,-0.010110779,0.408019632,0.431099527,-0.023079895
cg22796507,0.398606622,0.543422227,14.5781666,5.42e-41,2.35e-38,82.0828048,0.180661524,0.579268146,0.398606622,1,47882739,F,I,FOXE3,1stExon,island,1stExon-island,chr1:47881896-47883065,True,True,,rs12724260,,0.509786692,hyper,0.27,0.944558522,0.954314721,0.009756199,0.463998969,0.531840381,-0.067841412
cg14820199,0.396407419,0.620009157,13.93530785,4.5799999999999996e-38,1.1400000000000001e-35,75.37491714,0.259249887,0.655657306,0.396407419,4,11429415,R,II,HS3ST1,5'UTR,island,5'UTR-island,chr4:11429414-11429633,,,,,,0.483685543,hyper,0.37,0.944329897,0.914893617,-0.02943628,0.470815766,0.492626525,-0.021810759
cg09038676,0.410643148,0.602909829,16.05944319,6.04e-48,1e-44,98.02352112,0.229195022,0.63983817,0.410643148,11,67351608,F,II,GSTP1,Body,island,Body-island,chr11:67350928-67351953,True,,,rs8191444,,0.475132927,hyper,0.45,0.944329897,0.872928177,-0.07140172,0.470706254,0.482079036,-0.011372782
cg03317517,0.38401096,0.574920763,14.12391369,6.44e-39,1.86e-36,77.32829928,0.225443163,0.609454123,0.38401096,19,20188803,F,II,ZNF90,1stExon,opensea,1stExon-opensea,,True,,low-CpG:20049773-20049820,rs73536227,,0.47229751,hyper,0.33,0.944329897,0.920634921,-0.023694976,0.451791645,0.494788145,-0.0429965
cg15083233,0.389855685,0.684454736,14.78382666,6.1e-42,3.15e-39,84.25752072,0.329658015,0.7195137,0.389855685,9,112810402,F,II,PALM2-AKAP2,Body,shore,Body-shore,chr9:112810858-112811128,,,,,,0.461130118,hyper,0.51,0.944329897,0.931937173,-0.012392724,0.441282897,0.473307666,-0.032024769
cg14904662,0.382889816,0.605949558,14.63396762,3e-41,1.3799999999999999e-38,82.67153561,0.257492279,0.640382095,0.382889816,8,41655673,R,I,ANK1,TSS1500,island,TSS1500-island,chr8:41654875-41655984,True,True,,,,0.447454124,hyper,0.39,0.944329897,0.927083333,-0.017246564,0.437631332,0.456730233,-0.019098901
cg05306745,0.375457961,0.604337359,14.4752474,1.61e-40,6.32e-38,80.99958852,0.262643604,0.638101565,0.375457961,17,76921845,F,I,TIMP2,TSS1500,island,TSS1500-island,chr17:76920684-76921961,,,,rs8179090,rs36099107,0.436716587,hyper,0.37,0.944329897,0.93814433,-0.006185567,0.43631997,0.43931774,-0.00299777
cg26388816,0.460666833,0.608316337,16.61105258,1.34e-50,3.83e-47,104.1075072,0.189076377,0.64974321,0.460666833,12,570155,F,I,B4GALNT3,Body,island,Body-island,chr12:568702-570362,True,,,,,0.547537792,hyper,0.39,0.944099379,0.926315789,-0.017783589,0.536063908,0.555762671,-0.019698763
cg03172947,0.41801598,0.542114137,16.10874094,3.51e-48,6e-45,98.56428707,0.161689522,0.579705502,0.41801598,20,44035850,R,II,DBNDD2,5'UTR,island,5'UTR-island,chr20:44034458-44035954,True,,,,,0.494788724,hyper,0.36,0.944099379,0.920634921,-0.023464458,0.481222756,0.503959209,-0.022736453
cg03679305,0.398612311,0.51433902,14.16514675,4.18e-39,1.25e-36,77.75700005,0.15157314,0.55018545,0.398612311,1,9129487,F,II,SLC2A5,Body,shelf,Body-shelf,chr1:9131602-9131909,,True,low-CpG:9051939-9052394,,,0.45552062,hyper,0.28,0.944099379,0.932642487,-0.011456892,0.446847156,0.459648352,-0.012801196
cg22488256,0.380415353,0.547260828,13.80544888,1.76e-37,3.9000000000000003e-35,74.03731606,0.201055489,0.581470842,0.380415353,1,66258046,R,II,PDE4B,TSS200,shore,TSS200-shore,chr1:66258440-66258918,,,,,,0.429955349,hyper,0.32,0.944099379,0.931216931,-0.012882448,0.415957667,0.449865646,-0.033907979
cg04360793,0.37176292,0.641610922,16.31985507,3.41e-49,7.46e-46,100.8867832,0.30327992,0.67504284,0.37176292,1,79472361,R,I,ELTD1,5'UTR,island,5'UTR-island,chr1:79472281-79472537,,True,,,,0.424698046,hyper,0.5,0.944099379,0.920634921,-0.023464458,0.411721379,0.437907827,-0.026186448
cg07635623,0.380767812,0.467793041,16.42883398,1.02e-49,2.49e-46,102.0898303,0.121266938,0.50203475,0.380767812,6,2841875,R,I,SERPINB1,5'UTR,island,5'UTR-island,chr6:2841810-2842273,True,,,,,0.433248725,hyper,0.31,0.943866944,0.926315789,-0.017551154,0.412812287,0.445746317,-0.03293403
cg25339566,0.375371133,0.557203147,15.49271348,2.97e-45,2.8899999999999995e-42,91.8516835,0.215588411,0.590959544,0.375371133,1,67218165,R,I,TCTEX1D1,5'UTR,island,5'UTR-island,chr1:67218079-67218293,,True,,,,0.441368911,hyper,0.37,0.94214876,0.91005291,-0.03209585,0.432469858,0.447736461,-0.015266603
cg12539796,0.513331423,0.614720592,17.08813263,6.47e-53,3.04e-49,109.4245979,0.147552066,0.66088349,0.513331423,5,7850203,F,I,C5orf49,Body,island,Body-island,chr5:7849945-7850439,True,,,,,0.63315685,hyper,0.42,0.941908714,0.920634921,-0.021273793,0.610172952,0.654861938,-0.044688986
cg10069493,0.461859343,0.579439144,16.99491377,1.8399999999999997e-52,8.06e-49,108.3818956,0.159113915,0.620973258,0.461859343,10,45914688,R,I,ALOX5,Body,island,Body-island,chr10:45914374-45914883,True,True,,,,0.572644126,hyper,0.36,0.941908714,0.9375,-0.004408714,0.556036947,0.582728913,-0.026691966
cg19548479,0.442655104,0.526410017,15.02676679,4.540000000000001e-43,2.95e-40,86.84337913,0.123562027,0.566217131,0.442655104,17,41363737,R,II,TMEM106A,TSS200,island,TSS200-island,chr17:41363727-41364273,True,,,,,0.536731779,hyper,0.31,0.941908714,0.903225806,-0.038682907,0.529612214,0.540182366,-0.010570152
cg22774088,0.425417612,0.513521122,14.30917512,9.25e-40,3.1200000000000003e-37,79.25902744,0.12636049,0.551778102,0.425417612,19,2253398,R,I,JSRP1,Body,island,Body-island,chr19:2250560-2253959,,True,,,,0.527540922,hyper,0.24,0.941908714,0.953846154,0.01193744,0.469811785,0.542968305,-0.07315652
cg06444282,0.388155063,0.520147162,13.19765459,8.76e-35,1.1900000000000001e-32,67.86017069,0.166898131,0.555053193,0.388155063,1,20669975,F,I,VWA5B1,Body,island,Body-island,chr1:20669566-20670018,True,,,,,0.432091415,hyper,0.25,0.941908714,0.943005181,0.001096468,0.408702337,0.44330723,-0.034604893
cg15140902,0.375948579,0.619218216,14.29511606,1.07e-39,3.56e-37,79.11210018,0.277077962,0.653026541,0.375948579,6,21667815,F,II,FLJ22536,Body,shore,Body-shore,chr6:21665715-21666031,,,,,rs73737569,0.430178835,hyper,0.43,0.941908714,0.891304348,-0.050604366,0.42095119,0.436944814,-0.015993624
cg23520422,0.388620768,0.58641622,13.98542818,2.72e-38,7.02e-36,75.89279007,0.232743363,0.621364131,0.388620768,12,76423956,F,II,PHLDA1,3'UTR,shore,3'UTR-shore,chr12:76424634-76426316,,,,rs6582328,,0.429394773,hyper,0.38,0.941908714,0.891304348,-0.050604366,0.437538437,0.425519174,0.012019263
cg08730348,0.374805877,0.551456851,15.57595977,1.2e-45,1.2599999999999999e-42,92.75291826,0.210356539,0.585162416,0.374805877,16,31214307,F,II,PYCARD,TSS200,shore,TSS200-shore,chr16:31213566-31214287,True,,,,,0.423581659,hyper,0.4,0.941908714,0.879120879,-0.062787835,0.414648604,0.437683628,-0.023035024
cg25726664,0.370800239,0.535559751,13.62479966,1.13e-36,2.1399999999999997e-34,72.1867671,0.198104858,0.568905096,0.370800239,7,42277807,F,I,GLI3,TSS1500,island,TSS1500-island,chr7:42276003-42277850,,,,,,0.421996148,hyper,0.3,0.941908714,0.9375,-0.004408714,0.408510076,0.452530242,-0.044020166
cg15732851,0.400786037,0.550707893,12.13607349,3.16e-30,2.0099999999999999e-28,57.43056628,0.185963766,0.586749803,0.400786037,1,203598761,F,I,ATP2B4,5'UTR,island,5'UTR-island,chr1:203598471-203598853,,,,,,0.519229952,hyper,0.21,0.940451745,0.954773869,0.014322124,0.455396684,0.567486856,-0.112090172
cg08076018,0.374996153,0.468374151,11.16838883,2.89e-26,1.03e-24,48.37186104,0.127100674,0.502096826,0.374996153,9,129885080,F,II,ANGPTL2,TSS200,opensea,TSS200-opensea,,,,,,,0.426631499,hyper,0.12,0.940451745,0.922279793,-0.018171953,0.427543347,0.426194239,0.001349108
cg17172980,0.379704571,0.509644672,13.02000658,5.24e-34,6.26e-32,66.08182997,0.164086195,0.543790766,0.379704571,3,196755973,F,I,MFI2,Body,island,Body-island,chr3:196755677-196757374,,,,,,0.476820998,hyper,0.24,0.940206186,0.959183673,0.018977488,0.446163748,0.496209992,-0.050046244
cg01037637,0.374479391,0.523159487,13.00567936,6.05e-34,7.150000000000001e-32,65.93896314,0.182356299,0.556835691,0.374479391,18,59560289,F,II,RNF152,1stExon,shore,1stExon-shore,chr18:59560494-59562016,,,,,,0.471898073,hyper,0.27,0.940206186,0.925531915,-0.014674271,0.448123074,0.473991732,-0.025868658
cg05644921,0.373854113,0.618464019,14.33286601,7.21e-40,2.4800000000000003e-37,79.50676438,0.27822988,0.652083993,0.373854113,4,141489114,R,II,UCP1,Body,shore,Body-shore,chr4:141489962-141490378,,True,,,,0.431338357,hyper,0.4,0.940206186,0.927835052,-0.012371134,0.424311728,0.437237354,-0.012925626
cg16786640,0.379878055,0.656338432,13.45875152,6.18e-36,1.03e-33,70.49652217,0.310622073,0.690500128,0.379878055,4,3485263,R,I,DOK7,Body,shore,Body-shore,chr4:3485963-3486381,,,,,,0.465381269,hyper,0.43,0.939958592,0.919786096,-0.020172496,0.449659668,0.478695638,-0.02903597
cg02636041,0.457003552,0.560383307,14.14471887,5.18e-39,1.5300000000000002e-36,77.54453781,0.144477197,0.601480749,0.457003552,10,43698008,F,II,RASGEF1A,Body,island,Body-island,chr10:43697777-43698177,True,True,,,,0.541214276,hyper,0.32,0.93970894,0.903225806,-0.036483133,0.528703205,0.547317238,-0.018614033
cg00980978,0.434326503,0.537549215,14.21229811,2.55e-39,7.88e-37,78.24794969,0.142280851,0.576607354,0.434326503,20,44098724,R,II,WFDC2,Body,island,Body-island,chr20:44098280-44099536,,True,,,,0.520287603,hyper,0.29,0.93970894,0.909090909,-0.030618031,0.494476104,0.544769573,-0.050293469
cg26412532,0.407850797,0.518748398,15.30889551,2.17e-44,1.8e-41,89.86845731,0.14757483,0.555425628,0.407850797,10,103881068,F,II,LDB1,TSS1500,shore,TSS1500-shore,chr10:103879633-103880628,,,,,,0.490481376,hyper,0.33,0.93970894,0.909090909,-0.030618031,0.490167629,0.493227035,-0.003059406
cg21730858,0.376528562,0.665036591,13.74236572,3.3700000000000004e-37,7.05e-35,73.38973633,0.322368511,0.698897073,0.376528562,6,138806320,R,II,NHSL1,Body,opensea,Body-opensea,,,True,,,rs79949292,0.444010464,hyper,0.46,0.93970894,0.902173913,-0.037535027,0.427576386,0.457787735,-0.030211349
cg01799671,0.381307168,0.622732844,13.62335794,1.15e-36,2.17e-34,72.17204677,0.275715889,0.657023057,0.381307168,16,81560752,R,II,CMIP,Body,opensea,Body-opensea,,,True,,,,0.43658401,hyper,0.41,0.93970894,0.91005291,-0.02965603,0.416946327,0.447826656,-0.030880329
cg09696939,0.375232794,0.518323325,13.51674999,3.4200000000000003e-36,5.93e-34,71.08571796,0.176834488,0.552067281,0.375232794,10,60272079,R,I,BICC1,TSS1500,shore,TSS1500-shore,chr10:60272467-60273456,True,,,,,0.417185922,hyper,0.32,0.93970894,0.920634921,-0.019074019,0.418074734,0.416759709,0.001315025
cg16642281,0.371443321,0.607734383,13.33997235,2.07e-35,3.17e-33,69.29389231,0.269694238,0.641137559,0.371443321,4,109034555,F,II,LEF1,Body,opensea,Body-opensea,,,True,,,,0.441525716,hyper,0.39,0.938016529,0.905263158,-0.032753371,0.419939032,0.462978871,-0.043039839
cg03789645,0.392325229,0.667770103,15.01961695,4.900000000000001e-43,3.16e-40,86.76702055,0.31072592,0.703051148,0.392325229,7,148394842,R,II,CUL1,TSS1500,shore,TSS1500-shore,chr7:148395430-148397002,,,,,rs6959365,0.470830665,hyper,0.51,0.937759336,0.885245902,-0.052513434,0.453197502,0.483655798,-0.030458296
cg06263461,0.384253485,0.534546658,17.64573131,1.1899999999999999e-55,8.32e-52,115.6971964,0.184848342,0.569101827,0.384253485,20,45280237,F,I,SLC13A3,TSS200,shore,TSS200-shore,chr20:45279781-45280169,,,,,,0.464234377,hyper,0.41,0.937759336,0.926315789,-0.011443547,0.45022766,0.478742023,-0.028514363
cg15866977,0.381183326,0.439184322,11.64186558,3.53e-28,1.64e-26,52.74714829,0.092280073,0.473463399,0.381183326,17,79919578,F,I,NOTUM,TSS1500,island,TSS1500-island,chr17:79917286-79920022,,,,,,0.435348504,hyper,0.1,0.937759336,0.948453608,0.010694272,0.396684733,0.453889025,-0.057204292
cg18334392,0.378968318,0.528856618,12.51803179,7.65e-32,6.3099999999999994e-30,61.12731062,0.183968184,0.562936502,0.378968318,5,9547825,R,II,SNORD123,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,,0.424167289,hyper,0.29,0.937759336,0.909090909,-0.028668427,0.406262119,0.435929897,-0.029667778
cg16232979,0.447779549,0.55432619,16.05728139,6.189999999999999e-48,1.02e-44,97.99982126,0.146814586,0.594594135,0.447779549,19,16187631,F,I,TPM4,Body,island,Body-island,chr19:16186789-16188275,,,high-CpG:16048047-16048853,,,0.536382411,hyper,0.39,0.9375,0.942408377,0.004908377,0.541766091,0.541872173,-0.000106082
cg06244497,0.429319861,0.526680156,14.54416643,7.77e-41,3.26e-38,81.72457577,0.135968196,0.565288057,0.429319861,19,39466575,F,II,FBXO17,TSS200,shore,TSS200-shore,chr19:39465846-39466403,,True,,,,0.505732424,hyper,0.31,0.9375,0.891304348,-0.046195652,0.50275123,0.497830404,0.004920826
